text,subject
He saved ₹200 from his monthly allowance. (Ref: 1844),Maths
Describe the conquests of Samudragupta. (Ref: 2334),History
Calculate the volume of a cube with side 3cm. (Ref: 968),Maths
We shared the pizza equally among 4 people. (Ref: 1698),Maths
Correct the grammatical error in this statement. (Ref: 2012),English
Convert 0.75 into a fraction. (Ref: 542),Maths
Describe the conquests of Samudragupta. (Ref: 211),History
Describe how vaccines work. (Ref: 1167),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 1003),History
He's been learning French recently. (Ref: 331),English
Describe the impact of Akbar’s rule in India. (Ref: 1231),History
Ancient Indian temples show architectural brilliance. (Ref: 2164),History
Describe the water cycle. (Ref: 1058),Science
Solve: 3x - 4 = 11 (Ref: 472),Maths
What is the probability of rolling a 3 on a die? (Ref: 119),Maths
I'm planning to visit the library today. (Ref: 285),English
The Qutub Minar is in Delhi. (Ref: 1332),History
State Newton’s second law of motion. (Ref: 550),Science
She scored 85 out of 100 in maths. (Ref: 2459),Maths
State Newton’s second law of motion. (Ref: 2351),Science
Convert this direct speech to reported speech. (Ref: 51),English
Describe the achievements of Chandragupta Maurya. (Ref: 96),History
Describe the conquests of Samudragupta. (Ref: 1524),History
What is the law of conservation of mass? (Ref: 58),Science
The sun is a natural source of light. (Ref: 1144),Science
Trees produce oxygen through photosynthesis. (Ref: 49),Science
Describe how vaccines work. (Ref: 536),Science
Washing hands prevents disease spread. (Ref: 1205),Science
The Red Fort was built by Shah Jahan. (Ref: 2197),History
Explain Ohm's law with an example. (Ref: 2173),Science
State the Pythagorean theorem. (Ref: 2156),Maths
Trees produce oxygen through photosynthesis. (Ref: 484),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 545),History
Wearing a helmet reduces head injury risk. (Ref: 1777),Science
I usually take the bus to school. (Ref: 767),English
Washing hands prevents disease spread. (Ref: 2082),Science
Can you help me carry this bag? (Ref: 564),English
The Mauryas unified large parts of India. (Ref: 585),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1059),Maths
Let’s catch up after the class ends. (Ref: 2381),English
She scored 85 out of 100 in maths. (Ref: 1578),Maths
Choose the correct article for this noun. (Ref: 2272),English
We shared the pizza equally among 4 people. (Ref: 2320),Maths
She loves drinking coffee in the morning. (Ref: 814),English
Calculate the volume of a cube with side 3cm. (Ref: 1029),Maths
Tipu Sultan fought bravely against the British. (Ref: 141),History
Where did you go during the weekend? (Ref: 29),English
I enjoy reading novels before bed. (Ref: 395),English
Ancient Indian temples show architectural brilliance. (Ref: 1070),History
What is the pH scale used for? (Ref: 672),Science
Define a rational number. (Ref: 2196),Maths
Explain the administration under Ashoka. (Ref: 2097),History
Describe the impact of Akbar’s rule in India. (Ref: 511),History
State the Pythagorean theorem. (Ref: 293),Maths
What is the difference between mass and weight? (Ref: 339),Science
Explain Ohm's law with an example. (Ref: 1789),Science
Explain the distributive property. (Ref: 257),Maths
She loves drinking coffee in the morning. (Ref: 859),English
Who were the main warriors in the First Battle of Tarain? (Ref: 1186),History
It's going to rain later today. (Ref: 1836),English
Define the principle of buoyancy. (Ref: 1767),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1871),Maths
Boiling water kills most bacteria. (Ref: 93),Science
Ancient Indian temples show architectural brilliance. (Ref: 2068),History
I usually take the bus to school. (Ref: 1285),English
Turning off lights saves energy. (Ref: 1207),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 659),Maths
What was the significance of the Battle of Panipat? (Ref: 2272),History
What is the correct punctuation for this dialogue? (Ref: 1807),English
What is the structure of an atom? (Ref: 1617),Science
He saved ₹200 from his monthly allowance. (Ref: 2114),Maths
Magnets can attract some metals. (Ref: 1608),Science
How did Shivaji Maharaj defend his forts? (Ref: 787),History
Explain the distributive property. (Ref: 1974),Maths
Describe the impact of Akbar’s rule in India. (Ref: 446),History
What is the probability of rolling a 3 on a die? (Ref: 1552),Maths
What led to the decline of the Maurya Empire? (Ref: 1237),History
They travelled 250 km in 5 hours. (Ref: 1049),Maths
Define the principle of buoyancy. (Ref: 1395),Science
I'm planning to visit the library today. (Ref: 714),English
The cake was divided into 8 equal parts. (Ref: 1569),Maths
What is the structure of an atom? (Ref: 479),Science
I paid ₹120 for 2 books. (Ref: 100),Maths
She bought 3 apples for ₹15 each. (Ref: 10),Maths
Explain Mendel’s law of inheritance. (Ref: 190),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 2208),Maths
State Newton’s second law of motion. (Ref: 227),Science
The sun is a natural source of light. (Ref: 259),Science
Magnets can attract some metals. (Ref: 657),Science
What is the probability of rolling a 3 on a die? (Ref: 2321),Maths
What is the structure of an atom? (Ref: 1477),Science
State Newton’s second law of motion. (Ref: 462),Science
They travelled 250 km in 5 hours. (Ref: 2141),Maths
Washing hands prevents disease spread. (Ref: 1714),Science
The sun is a natural source of light. (Ref: 1319),Science
He ran 5 km in the morning. (Ref: 566),Maths
Do you want to join us for lunch? (Ref: 789),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 169),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 1505),History
How did Shivaji Maharaj defend his forts? (Ref: 2461),History
She bought 3 apples for ₹15 each. (Ref: 750),Maths
Convert this direct speech to reported speech. (Ref: 1154),English
Salt dissolves faster in hot water. (Ref: 1830),Science
Can you help me carry this bag? (Ref: 1115),English
He saved ₹200 from his monthly allowance. (Ref: 2270),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 1749),History
What is the difference between mass and weight? (Ref: 206),Science
What is the probability of rolling a 3 on a die? (Ref: 638),Maths
What is the difference between mass and weight? (Ref: 2494),Science
Correct the grammatical error in this statement. (Ref: 1235),English
What is the difference between mass and weight? (Ref: 1219),Science
Wearing a helmet reduces head injury risk. (Ref: 854),Science
Explain the distributive property. (Ref: 919),Maths
Choose the correct article for this noun. (Ref: 1973),English
I usually take the bus to school. (Ref: 1966),English
Discuss the contributions of the Gupta Empire. (Ref: 812),History
What was the significance of the Battle of Panipat? (Ref: 1907),History
Explain the rule of Rajaraja Chola. (Ref: 714),History
She bought 3 apples for ₹15 each. (Ref: 31),Maths
The Red Fort was built by Shah Jahan. (Ref: 1110),History
The Red Fort was built by Shah Jahan. (Ref: 2059),History
Washing hands prevents disease spread. (Ref: 1092),Science
Explain Ohm's law with an example. (Ref: 1740),Science
He saved ₹200 from his monthly allowance. (Ref: 1820),Maths
Can you help me carry this bag? (Ref: 1165),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 873),Maths
Boiling water kills most bacteria. (Ref: 406),Science
Ancient Indian temples show architectural brilliance. (Ref: 394),History
Boiling water kills most bacteria. (Ref: 388),Science
The Qutub Minar is in Delhi. (Ref: 1776),History
The sun is a natural source of light. (Ref: 818),Science
Solve: 3x - 4 = 11 (Ref: 1501),Maths
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 2083),Maths
Discuss the contributions of the Gupta Empire. (Ref: 1044),History
Describe the water cycle. (Ref: 1475),Science
The Maratha empire resisted the Mughals. (Ref: 2479),History
Describe the impact of Akbar’s rule in India. (Ref: 99),History
Describe the impact of Akbar’s rule in India. (Ref: 1721),History
She bought 3 apples for ₹15 each. (Ref: 1228),Maths
State Newton’s second law of motion. (Ref: 1373),Science
State Newton’s second law of motion. (Ref: 1960),Science
Wearing a helmet reduces head injury risk. (Ref: 806),Science
He ran 5 km in the morning. (Ref: 1187),Maths
How do you use the present perfect tense? (Ref: 1099),English
The train takes 3 hours to reach Delhi. (Ref: 500),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 70),History
What is the structure of an atom? (Ref: 1342),Science
Washing hands prevents disease spread. (Ref: 885),Science
Describe how vaccines work. (Ref: 1981),Science
Describe how vaccines work. (Ref: 1412),Science
Trees produce oxygen through photosynthesis. (Ref: 1748),Science
How do you use the present perfect tense? (Ref: 2312),English
What led to the decline of the Maurya Empire? (Ref: 1916),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 55),History
What is the quadratic formula? (Ref: 1208),Maths
Convert 0.75 into a fraction. (Ref: 1249),Maths
What led to the decline of the Maurya Empire? (Ref: 1772),History
What is the difference between mass and weight? (Ref: 1458),Science
Washing hands prevents disease spread. (Ref: 1197),Science
She loves drinking coffee in the morning. (Ref: 268),English
I usually take the bus to school. (Ref: 88),English
He's been learning French recently. (Ref: 322),English
He ran 5 km in the morning. (Ref: 13),Maths
Do you want to join us for lunch? (Ref: 1268),English
Explain the administration under Ashoka. (Ref: 2312),History
The sun is a natural source of light. (Ref: 1673),Science
Tipu Sultan fought bravely against the British. (Ref: 1886),History
What is the quadratic formula? (Ref: 1521),Maths
Convert this direct speech to reported speech. (Ref: 191),English
Magnets can attract some metals. (Ref: 856),Science
He saved ₹200 from his monthly allowance. (Ref: 418),Maths
Rewrite the sentence in passive voice. (Ref: 748),English
Rewrite the sentence in passive voice. (Ref: 1980),English
He ran 5 km in the morning. (Ref: 2017),Maths
How did Shivaji Maharaj defend his forts? (Ref: 2201),History
I usually take the bus to school. (Ref: 1308),English
What is the difference between mass and weight? (Ref: 1416),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 2222),Maths
Convert this direct speech to reported speech. (Ref: 2495),English
Explain Mendel’s law of inheritance. (Ref: 1963),Science
The Indus Valley had planned drainage systems. (Ref: 2473),History
Explain the administration under Ashoka. (Ref: 416),History
The train takes 3 hours to reach Delhi. (Ref: 2200),Maths
What is the law of conservation of mass? (Ref: 773),Science
The Qutub Minar is in Delhi. (Ref: 291),History
Define a rational number. (Ref: 1274),Maths
State Newton’s second law of motion. (Ref: 2167),Science
Define a rational number. (Ref: 1934),Maths
Do you want to join us for lunch? (Ref: 551),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1828),Maths
What is the pH scale used for? (Ref: 82),Science
Can you help me carry this bag? (Ref: 1121),English
Describe the conquests of Samudragupta. (Ref: 87),History
Tipu Sultan fought bravely against the British. (Ref: 1364),History
Turning off lights saves energy. (Ref: 9),Science
Identify the verb in this sentence. (Ref: 2009),English
Trees produce oxygen through photosynthesis. (Ref: 807),Science
Convert this direct speech to reported speech. (Ref: 2221),English
Calculate the volume of a cube with side 3cm. (Ref: 2475),Maths
Turning off lights saves energy. (Ref: 1399),Science
What is the pH scale used for? (Ref: 1052),Science
What is the law of conservation of mass? (Ref: 640),Science
How do you use the present perfect tense? (Ref: 1779),English
Describe the conquests of Samudragupta. (Ref: 645),History
She scored 85 out of 100 in maths. (Ref: 2107),Maths
What is the structure of an atom? (Ref: 1390),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 1688),History
What is the function of an adverb in a sentence? (Ref: 358),English
Do you want to join us for lunch? (Ref: 2157),English
Turning off lights saves energy. (Ref: 2207),Science
Solve: 3x - 4 = 11 (Ref: 340),Maths
What led to the decline of the Maurya Empire? (Ref: 1955),History
State the Pythagorean theorem. (Ref: 1414),Maths
Magnets can attract some metals. (Ref: 1572),Science
I usually take the bus to school. (Ref: 870),English
The Indus Valley had planned drainage systems. (Ref: 423),History
Choose the correct article for this noun. (Ref: 799),English
What is the pH scale used for? (Ref: 1967),Science
I enjoy reading novels before bed. (Ref: 2183),English
What is the structure of an atom? (Ref: 172),Science
How did Shivaji Maharaj defend his forts? (Ref: 832),History
Define a rational number. (Ref: 1542),Maths
Convert 0.75 into a fraction. (Ref: 149),Maths
What is the structure of an atom? (Ref: 1479),Science
What led to the decline of the Maurya Empire? (Ref: 1132),History
